Car_ID,Brand,Manufacture_Year,Body_Type,Fuel_Type,Transmission,Engine_CC,Horsepower,Mileage_km_per_l,Price_USD,Manufacturing_Country,Car_Age,Price_Category,HP_per_CC,Age_Category,Efficiency_Score
CAR_0206,BMW,2011,Coupe,Petrol,Manual,3479,403,13,70008.55328499878,South Korea,15,Luxury,0.1158,Old,0.15
CAR_0207,Hyundai,2025,SUV,Electric,Automatic,1253,350,14,85860.41289760992,UK,1,Budget,0.2793,New,0.2
CAR_0208,Toyota,2021,Pickup,Electric,Manual,1541,478,28,92451.13770617353,China,5,Mid-Range,0.3102,Recent,0.9
CAR_0209,Mercedes,2006,Coupe,Hybrid,Manual,4906,529,24,77156.79611302906,China,20,Luxury,0.1078,Old,0.7
CAR_0210,Tesla,2012,Sedan,Petrol,Manual,3963,495,30,83774.40861320608,USA,14,Premium,0.1249,Old,1.0
CAR_0211,Tesla,2013,Coupe,Diesel,Manual,2943,398,25,69189.00559817057,South Korea,13,Mid-Range,0.1352,Old,0.75
CAR_0212,Mercedes,2005,Sedan,Hybrid,Manual,2583,434,23,50390.72565775445,Germany,21,Luxury,0.168,Old,0.65
CAR_0213,Toyota,2012,Coupe,Hybrid,Manual,3976,213,23,50618.77261139,Japan,14,Mid-Range,0.0536,Old,0.65
CAR_0214,Ford,2006,Hatchback,Diesel,Automatic,1287,379,22,41358.05577677729,Germany,20,Budget,0.2945,Old,0.6
CAR_0215,Nissan,2016,Pickup,Diesel,Manual,2420,346,29,66737.89780290074,South Korea,10,Budget,0.143,Moderate,0.95
CAR_0216,Kia,2015,Sedan,Electric,Manual,2149,167,21,42289.384560127444,Germany,11,Budget,0.0777,Moderate,0.55
CAR_0217,Tesla,2008,Hatchback,Petrol,Automatic,1008,466,11,56038.52884796174,Japan,18,Premium,0.4623,Old,0.05
CAR_0218,BMW,2015,Hatchback,Hybrid,Automatic,3003,150,21,43067.403683725635,South Korea,11,Luxury,0.05,Moderate,0.55
CAR_0219,Kia,2021,Sedan,Hybrid,Manual,1640,137,30,50500.01339735063,China,5,Premium,0.0835,Recent,1.0
CAR_0220,Toyota,2025,Sedan,Hybrid,Automatic,3207,546,12,121753.4631047238,China,1,Luxury,0.1703,New,0.1
CAR_0221,Ford,2023,Hatchback,Petrol,Manual,2389,241,24,72398.5020578279,UK,3,Budget,0.1009,New,0.7
CAR_0222,Hyundai,2022,Coupe,Electric,Manual,1389,236,20,67068.42693512852,Japan,4,Premium,0.1699,Recent,0.5
CAR_0223,Tesla,2023,Coupe,Diesel,Automatic,2731,347,24,92905.44806225586,USA,3,Luxury,0.1271,New,0.7
CAR_0224,Nissan,2023,SUV,Diesel,Automatic,4096,592,20,122011.94947710354,Japan,3,Luxury,0.1445,New,0.5
CAR_0225,Hyundai,2005,SUV,Electric,Automatic,2272,365,22,39612.63713861492,Germany,21,Premium,0.1607,Old,0.6
CAR_0226,BMW,2012,Sedan,Electric,Automatic,4093,73,26,30138.71876869268,South Korea,14,Budget,0.0178,Old,0.8
CAR_0227,Hyundai,2009,Pickup,Hybrid,Manual,1655,172,10,22784.723013033774,USA,17,Premium,0.1039,Old,0.0
CAR_0228,Ford,2019,Sedan,Hybrid,Manual,2458,127,21,48408.661766106496,Japan,7,Mid-Range,0.0517,Recent,0.55
CAR_0229,Mercedes,2016,SUV,Electric,Automatic,4507,241,13,65932.98095018469,UK,10,Luxury,0.0535,Moderate,0.15
CAR_0230,Nissan,2014,SUV,Petrol,Manual,1801,120,30,33853.76842066497,China,12,Budget,0.0666,Moderate,1.0
CAR_0231,Mercedes,2022,Sedan,Electric,Automatic,1805,558,16,106204.02005128503,USA,4,Budget,0.3091,Recent,0.3
CAR_0232,Toyota,2022,Sedan,Electric,Automatic,3251,166,20,61812.9748202998,UK,4,Mid-Range,0.0511,Recent,0.5
CAR_0233,Toyota,2025,Pickup,Hybrid,Automatic,3245,186,21,76433.03067169074,China,1,Premium,0.0573,New,0.55
CAR_0234,Nissan,2019,Sedan,Electric,Automatic,2004,245,16,61424.93436420668,USA,7,Luxury,0.1223,Recent,0.3
CAR_0235,Nissan,2006,Hatchback,Diesel,Automatic,1458,406,24,48941.129484201476,USA,20,Premium,0.2785,Old,0.7
CAR_0236,Mercedes,2016,Sedan,Electric,Automatic,4978,518,18,103194.79065392089,South Korea,10,Luxury,0.1041,Moderate,0.4
CAR_0237,Nissan,2020,Coupe,Electric,Manual,1422,349,14,73691.83620092197,Japan,6,Mid-Range,0.2454,Recent,0.2
CAR_0238,Nissan,2012,Coupe,Hybrid,Automatic,3665,469,13,77156.93828689918,South Korea,14,Mid-Range,0.128,Old,0.15
CAR_0239,Toyota,2008,Sedan,Diesel,Automatic,3309,179,14,31949.798897880733,UK,18,Budget,0.0541,Old,0.2
CAR_0240,Mercedes,2007,SUV,Diesel,Manual,3395,483,23,67672.20554985057,USA,19,Premium,0.1423,Old,0.65
CAR_0241,Toyota,2013,SUV,Diesel,Automatic,4328,571,30,93224.0965342062,China,13,Mid-Range,0.1319,Old,1.0
CAR_0242,BMW,2007,SUV,Hybrid,Automatic,3642,393,19,56003.36790657323,UK,19,Mid-Range,0.1079,Old,0.45
CAR_0243,Kia,2015,Coupe,Electric,Manual,4092,531,17,94890.41131538941,UK,11,Mid-Range,0.1298,Moderate,0.35
CAR_0244,Tesla,2024,Pickup,Electric,Manual,1684,91,15,54737.51374740743,China,2,Mid-Range,0.054,New,0.25
CAR_0245,Tesla,2024,Hatchback,Electric,Manual,2092,270,11,77386.29010925835,UK,2,Budget,0.1291,New,0.05
CAR_0246,Nissan,2019,Sedan,Hybrid,Automatic,1933,219,15,59151.894123984224,UK,7,Budget,0.1133,Recent,0.25
CAR_0247,Kia,2018,Hatchback,Petrol,Automatic,4024,586,28,113107.86164250181,China,8,Budget,0.1456,Moderate,0.9
CAR_0248,Kia,2006,Coupe,Electric,Manual,2002,510,16,59125.365804808025,China,20,Premium,0.2547,Old,0.3
CAR_0249,Nissan,2023,Coupe,Petrol,Automatic,4077,267,19,85030.9821448864,UK,3,Mid-Range,0.0655,New,0.45
CAR_0250,BMW,2007,Sedan,Petrol,Manual,2685,573,24,74277.40374488157,China,19,Premium,0.2134,Old,0.7
CAR_0251,Tesla,2011,Coupe,Petrol,Manual,3575,403,25,66121.79474346242,China,15,Mid-Range,0.1127,Old,0.75
CAR_0252,Nissan,2011,Pickup,Petrol,Automatic,4938,538,19,94465.6686815515,USA,15,Mid-Range,0.109,Old,0.45
CAR_0253,Toyota,2020,Pickup,Electric,Manual,3259,401,28,90665.1681398869,USA,6,Mid-Range,0.123,Recent,0.9
CAR_0254,Mercedes,2013,Sedan,Petrol,Automatic,3621,87,24,35783.52284625725,UK,13,Budget,0.024,Old,0.7
CAR_0255,Ford,2024,Sedan,Diesel,Automatic,3864,599,21,123782.2216362426,South Korea,2,Mid-Range,0.155,New,0.55
CAR_0256,Audi,2017,Hatchback,Hybrid,Automatic,4167,229,16,63833.246765044256,Germany,9,Luxury,0.055,Moderate,0.3
CAR_0257,Audi,2006,Sedan,Diesel,Manual,1257,508,14,54603.629516967725,China,20,Premium,0.4041,Old,0.2
CAR_0258,Hyundai,2020,Sedan,Hybrid,Automatic,3754,102,27,53485.49521349552,UK,6,Luxury,0.0272,Recent,0.85
CAR_0259,Toyota,2024,Coupe,Electric,Automatic,3466,407,13,99007.55673984629,UK,2,Premium,0.1174,New,0.15
CAR_0260,Mercedes,2022,Hatchback,Petrol,Automatic,3953,314,30,88494.11546405405,USA,4,Budget,0.0794,Recent,1.0
CAR_0261,BMW,2011,Hatchback,Hybrid,Manual,1307,277,19,40303.2576045949,UK,15,Premium,0.2119,Old,0.45
CAR_0262,Nissan,2025,Sedan,Hybrid,Automatic,4981,171,17,84137.81719773347,Japan,1,Budget,0.0343,New,0.35
CAR_0263,Tesla,2025,Sedan,Diesel,Manual,3289,497,11,110713.75653396567,Germany,1,Premium,0.1511,New,0.05
CAR_0264,Hyundai,2015,Coupe,Diesel,Automatic,1972,457,25,75036.54000619132,Japan,11,Luxury,0.2317,Moderate,0.75
CAR_0265,Kia,2010,Sedan,Electric,Manual,2782,216,28,38088.649293058406,South Korea,16,Luxury,0.0776,Old,0.9
CAR_0266,Hyundai,2019,Pickup,Petrol,Automatic,3407,306,16,73110.03329161245,USA,7,Mid-Range,0.0898,Recent,0.3
CAR_0267,Ford,2020,Sedan,Hybrid,Manual,2423,205,24,59804.7539602102,Japan,6,Mid-Range,0.0846,Recent,0.7
CAR_0268,Toyota,2009,Sedan,Diesel,Manual,1600,306,14,41937.59507623743,Germany,17,Mid-Range,0.1912,Old,0.2
CAR_0269,Toyota,2023,Hatchback,Hybrid,Manual,4687,452,29,111699.8750973531,Germany,3,Luxury,0.0964,New,0.95
CAR_0270,BMW,2006,Sedan,Diesel,Automatic,2419,91,12,12911.19951213436,South Korea,20,Premium,0.0376,Old,0.1
CAR_0271,Tesla,2015,Pickup,Hybrid,Manual,4826,324,10,71761.03949938687,South Korea,11,Premium,0.0671,Moderate,0.0
CAR_0272,Honda,2013,Hatchback,Diesel,Manual,1947,211,11,43906.87673616331,UK,13,Mid-Range,0.1084,Old,0.05
CAR_0273,Ford,2007,Pickup,Petrol,Manual,2867,260,22,38034.068664286824,UK,19,Budget,0.0907,Old,0.6
CAR_0274,Mercedes,2018,Pickup,Diesel,Automatic,4097,574,11,110233.31428049058,Germany,8,Budget,0.1401,Moderate,0.05
CAR_0275,Kia,2020,Coupe,Petrol,Automatic,2470,598,15,111506.07998974665,South Korea,6,Luxury,0.2421,Recent,0.25
CAR_0276,Toyota,2025,Pickup,Hybrid,Automatic,3165,446,13,107048.02576551242,USA,1,Budget,0.1409,New,0.15
CAR_0277,Tesla,2015,Pickup,Hybrid,Automatic,2755,262,26,56277.55774382761,South Korea,11,Mid-Range,0.0951,Moderate,0.8
CAR_0278,Mercedes,2018,SUV,Diesel,Manual,3159,310,24,72260.34137588179,China,8,Luxury,0.0981,Moderate,0.7
CAR_0279,Mercedes,2020,Pickup,Electric,Manual,2980,151,28,52748.89774677918,Japan,6,Luxury,0.0507,Recent,0.9
CAR_0280,Hyundai,2011,Hatchback,Diesel,Automatic,2631,72,10,24376.030080362143,South Korea,15,Luxury,0.0274,Old,0.0
CAR_0281,Honda,2010,SUV,Diesel,Manual,1654,328,24,49021.47461174594,UK,16,Premium,0.1983,Old,0.7
CAR_0282,Hyundai,2005,Coupe,Petrol,Manual,2404,315,17,34277.76636946849,Japan,21,Budget,0.131,Old,0.35
CAR_0283,Hyundai,2007,Sedan,Petrol,Automatic,4942,115,17,30388.485367823137,UK,19,Premium,0.0233,Old,0.35
CAR_0284,Ford,2020,Sedan,Petrol,Automatic,3283,414,18,90604.49043793869,Germany,6,Luxury,0.1261,Recent,0.4
CAR_0285,Nissan,2020,Hatchback,Diesel,Manual,3609,109,17,59660.7065982757,South Korea,6,Luxury,0.0302,Recent,0.35
CAR_0286,Honda,2021,Pickup,Petrol,Manual,3731,547,27,112927.9876416469,China,5,Budget,0.1466,Recent,0.85
CAR_0287,Nissan,2006,Sedan,Diesel,Automatic,2844,245,24,32218.889582446904,Japan,20,Mid-Range,0.0861,Old,0.7
CAR_0288,Toyota,2014,Hatchback,Petrol,Automatic,1139,546,21,78056.84016844265,China,12,Budget,0.4794,Moderate,0.55
CAR_0289,Hyundai,2017,SUV,Diesel,Automatic,2820,531,30,95570.22409916109,UK,9,Premium,0.1883,Moderate,1.0
CAR_0290,Mercedes,2009,SUV,Diesel,Automatic,4066,166,21,39092.4200921524,USA,17,Mid-Range,0.0408,Old,0.55
CAR_0291,Audi,2023,Hatchback,Diesel,Manual,1641,361,13,86605.53246390352,Germany,3,Premium,0.22,New,0.15
CAR_0292,Kia,2016,Coupe,Petrol,Manual,1955,75,10,31075.949117893553,South Korea,10,Premium,0.0384,Moderate,0.0
CAR_0293,Kia,2013,Coupe,Electric,Manual,3311,291,12,59526.09254200383,UK,13,Premium,0.0879,Old,0.1
CAR_0294,Hyundai,2021,Hatchback,Petrol,Automatic,1337,376,29,79167.913686462,Germany,5,Premium,0.2812,Recent,0.95
CAR_0295,BMW,2022,Sedan,Diesel,Manual,4627,520,16,113362.50887284786,UK,4,Premium,0.1124,Recent,0.3
CAR_0296,Audi,2015,Pickup,Hybrid,Automatic,3572,137,30,47592.56961723539,Germany,11,Premium,0.0384,Moderate,1.0
CAR_0297,Ford,2023,Hatchback,Petrol,Manual,4348,342,21,95934.13798038721,USA,3,Luxury,0.0787,New,0.55
CAR_0298,Mercedes,2020,SUV,Electric,Automatic,3538,151,10,59155.452195665464,Japan,6,Premium,0.0427,Recent,0.0
CAR_0299,Ford,2023,Coupe,Diesel,Manual,3954,442,10,103535.8597704152,Germany,3,Premium,0.1118,New,0.0
CAR_0300,Kia,2023,SUV,Hybrid,Manual,2645,536,15,109904.4487164212,Germany,3,Luxury,0.2026,New,0.25
